leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,17,28,6868,299,0,0,0,0,0,242812,3,0
0,0,0,0,5,28,6869,299,0,0,0,0,0,191730,3,0
0,0,0,0,24,28,6870,299,0,0,0,0,0,236717,3,0
0,0,0,0,25,28,6871,299,0,0,0,0,0,242105,3,0
0,0,0,0,9,28,6872,299,0,0,0,0,0,235948,3,0
0,0,0,0,33,28,6873,299,0,0,0,0,0,236937,2,0
0,0,0,0,22,28,6874,299,0,0,0,0,0,238165,1,0
0,0,0,0,12,28,6875,299,0,0,0,0,0,245484,3,0
0,0,0,0,19,28,6876,299,0,0,0,0,0,233820,3,0
0,0,0,0,26,28,6877,299,0,0,0,0,0,243603,3,0
0,0,0,0,40,28,6878,299,0,0,0,0,0,240489,3,0
0,0,0,0,1,0,6879,417,0,0,0,0,0,207926,3,0
0,0,0,0,22,3,6880,417,0,0,0,0,0,201944,3,0
1,0,0,0,4,4,6881,417,0,0,0,0,1,190491,3,0
0,0,0,0,5,6,6882,417,0,0,0,0,0,185394,3,0
1,0,0,0,28,7,6883,417,0,0,0,0,0,209335,3,0
3,0,0,1,8,10,6884,417,0,0,0,0,2,213537,3,0
4,0,0,1,19,23,6885,417,1,0,0,0,1,211365,4,0
1,0,0,0,16,13,6886,417,0,0,0,0,0,190979,3,0
4,0,0,1,17,15,6887,417,0,0,0,0,0,231913,3,0
0,0,0,0,14,27,6888,417,0,0,0,0,0,222215,3,0
8,1,0,1,30,25,6889,417,1,0,0,0,1,239085,4,0
2,0,0,1,27,28,6890,417,0,0,0,0,0,200471,3,0
2,0,0,1,9,28,6891,417,0,0,0,0,0,152480,3,0
0,0,0,0,2,28,6892,417,0,0,0,0,0,213670,3,0
0,0,0,0,6,28,6893,417,0,0,0,0,0,216730,3,0
0,0,0,0,26,28,6894,417,0,0,0,0,0,240192,3,0
1,0,0,0,7,28,6895,417,0,0,0,0,1,153048,3,0
0,0,0,0,20,28,6896,417,0,0,0,0,0,232754,3,0
1,0,0,0,24,28,6897,417,0,0,0,0,0,212643,3,0
0,0,0,0,3,28,6898,417,0,0,0,0,0,189325,3,0
0,0,0,0,10,28,6899,417,0,0,0,0,0,207507,3,0
0,0,0,0,12,28,6900,417,0,0,0,0,0,235213,3,0
0,0,0,0,11,28,6901,417,0,0,0,0,0,240677,3,0
0,0,0,0,43,29,6902,417,0,0,0,0,0,243246,3,0
0,0,0,0,46,29,6903,417,0,0,0,0,0,243979,3,0
0,0,0,0,37,29,6904,417,0,0,0,0,0,246063,3,0
0,0,0,0,1,0,6905,418,0,0,0,0,0,192316,4,0
0,0,0,0,5,4,6906,418,0,0,0,0,0,202259,4,0
1,0,0,1,22,5,6907,418,0,0,0,0,0,189544,4,0
2,0,0,1,26,6,6908,418,0,0,0,0,1,228238,4,0
0,0,0,0,7,10,6909,418,0,0,0,0,0,46857,3,0
2,0,0,1,11,12,6910,418,0,0,0,0,1,239944,3,0
1,0,0,1,3,13,6911,418,0,0,0,0,0,208297,3,0
0,0,0,0,23,15,6912,418,0,0,0,0,0,197954,3,0
1,0,0,1,25,16,6913,418,0,0,0,0,0,210691,3,0
0,0,0,0,17,24,6914,418,0,0,0,0,0,206598,3,0
2,0,0,1,30,26,6915,418,0,0,0,0,0,220074,3,0
0,0,0,0,42,28,6916,418,0,0,0,0,0,190981,3,0
0,0,0,0,6,28,6917,418,0,0,0,0,0,186507,3,0
1,0,0,1,18,28,6918,418,0,0,0,0,1,245685,3,0
0,0,0,0,2,28,6919,418,0,0,0,0,0,148673,3,0
0,0,0,0,28,28,6920,418,0,0,0,0,0,235606,3,0
0,0,0,0,34,28,6921,418,0,0,0,0,0,243481,3,0
0,0,0,0,33,28,6922,418,0,0,0,0,0,245175,3,0
1,0,0,1,15,28,6923,418,0,0,0,0,0,166736,3,0
0,0,0,0,14,28,6924,418,0,0,0,0,0,175961,3,0
1,0,0,1,10,28,6925,418,0,0,0,0,1,212041,3,0
0,0,0,0,16,28,6926,418,0,0,0,0,0,243524,3,0
0,0,0,0,12,0,6927,917,0,0,0,0,0,191153,2,0
0,0,0,0,21,3,6928,917,0,0,0,0,0,222472,2,0
1,0,0,1,4,4,6929,917,0,0,0,0,0,155264,2,0
0,0,0,0,16,6,6930,917,0,0,0,0,0,228518,3,0
0,0,0,0,18,7,6931,917,0,0,0,0,0,233445,2,0
0,0,0,0,8,12,6932,917,0,0,0,0,0,222853,3,0
1,0,0,1,25,13,6933,917,0,0,0,0,0,238235,3,0
0,0,0,0,42,15,6934,917,0,0,0,0,0,240285,3,0
1,0,0,1,11,16,6935,917,0,0,0,0,1,220786,3,0
9,1,0,1,10,24,6936,917,2,0,0,1,4,206529,5,0
0,0,0,0,99,26,6937,917,0,0,0,0,0,201876,3,0
0,0,0,0,7,28,6938,917,0,0,0,0,0,216773,3,0
1,0,0,1,19,28,6939,917,1,0,0,0,1,232127,5,0
0,0,0,0,20,28,6940,917,0,0,0,0,0,238236,3,0
0,0,0,0,2,28,6941,917,0,0,0,0,0,240921,2,0
0,0,0,0,1,28,6942,917,0,0,0,0,0,235074,3,0
0,0,0,0,23,28,6943,917,0,0,0,0,0,234894,3,0
0,0,0,0,15,28,6944,917,0,0,0,0,0,238237,3,0
0,0,0,0,50,28,6945,917,0,0,0,0,0,244220,3,0
0,0,0,0,5,28,6946,917,0,0,0,0,0,164647,3,0
0,0,0,0,77,28,6947,917,0,0,0,0,0,229664,3,0
0,0,0,0,29,28,6948,917,0,0,0,0,0,240764,3,0
0,0,0,0,28,28,6949,917,0,0,0,0,0,211238,3,0
0,0,0,0,6,29,6950,917,0,0,0,0,0,162397,3,0
0,0,0,0,9,29,6951,917,0,0,0,0,0,233523,3,0
0,0,0,0,25,0,6952,918,0,0,0,0,0,242159,2,0
0,0,0,0,17,3,6953,918,0,0,0,0,0,180400,2,0
3,0,0,1,4,4,6954,918,0,0,0,0,1,207622,2,0
0,0,0,0,18,6,6955,918,0,0,0,0,0,212938,2,0
0,0,0,0,24,7,6956,918,0,0,0,0,0,233800,2,0
1,0,0,1,20,23,6957,918,0,0,0,0,0,242166,2,0
0,0,0,0,6,13,6958,918,0,0,0,0,0,235457,2,0
1,0,0,1,10,14,6959,918,0,0,0,0,0,203733,2,0
2,0,0,1,14,15,6960,918,0,0,0,0,1,221001,2,0
0,0,0,0,7,27,6961,918,0,0,0,0,0,197776,3,0
5,1,0,1,22,25,6962,918,0,0,0,0,1,222216,2,0
0,0,0,0,28,28,6963,918,0,0,0,0,0,233741,3,0
0,0,0,0,16,28,6964,918,0,0,0,0,0,220964,3,0
0,0,0,0,2,28,6965,918,0,0,0,0,0,242160,3,0
0,0,0,0,8,28,6966,918,0,0,0,0,0,242811,3,0
0,0,0,0,31,28,6967,918,0,0,0,0,0,244484,3,0
1,0,0,1,21,28,6968,918,0,0,0,0,0,202000,3,0
0,0,0,0,27,28,6969,918,0,0,0,0,0,222227,3,0
0,0,0,0,3,28,6970,918,0,0,0,0,0,192761,3,0
0,0,0,0,12,28,6971,918,0,0,0,0,0,183140,3,0
0,0,0,0,5,28,6972,918,0,0,0,0,0,175956,3,0
0,0,0,0,9,28,6973,918,0,0,0,0,0,242164,3,0
3,0,0,1,19,28,6974,918,1,0,0,0,2,215443,3,0
0,0,0,0,26,29,6975,918,0,0,0,0,0,242162,3,0
0,0,0,0,35,29,6976,918,0,0,0,0,0,244061,3,0
0,0,0,0,32,29,6977,918,0,0,0,0,0,244056,3,0
0,0,0,0,34,29,6978,918,0,0,0,0,0,242165,3,0
0,0,0,0,1,0,6979,919,0,0,0,0,0,193272,2,0
0,0,0,0,2,3,6980,919,0,0,0,0,0,185380,2,0
1,0,0,1,3,4,6981,919,0,0,0,0,0,189899,2,0
1,0,0,1,15,6,6982,919,0,0,0,0,0,213718,2,0
0,0,0,0,21,7,6983,919,0,0,0,0,0,207502,3,0
1,0,0,1,29,10,6984,919,0,0,0,0,1,198702,3,0
1,0,0,1,22,23,6985,919,0,0,0,0,0,219558,3,0
1,0,0,1,8,13,6986,919,0,0,0,0,0,200770,3,0
2,0,0,1,7,15,6987,919,0,0,0,0,1,183768,3,0
1,0,0,1,14,27,6988,919,0,0,0,0,0,228873,3,0
3,0,0,1,11,25,6989,919,1,0,0,0,1,233463,3,0
1,0,0,1,9,28,6990,919,0,0,0,0,1,236752,3,0
1,0,0,1,17,28,6991,919,0,0,0,0,1,215540,3,0
1,0,0,1,10,28,6992,919,0,0,0,0,0,242104,3,0
0,0,0,0,33,28,6993,919,0,0,0,0,0,242103,3,0
0,0,0,0,12,28,6994,919,0,0,0,0,0,233466,3,0
0,0,0,0,27,28,6995,919,0,0,0,0,0,206217,3,0
0,0,0,0,4,28,6996,919,0,0,0,0,0,241910,3,0
0,0,0,0,25,28,6997,919,0,0,0,0,0,104702,3,0
0,0,0,0,34,28,6998,919,0,0,0,0,0,240525,3,0
0,0,0,0,19,28,6999,919,0,0,0,0,0,233467,3,0
0,0,0,0,36,28,7000,919,0,0,0,0,0,244493,3,0
0,0,0,0,16,28,7001,919,0,0,0,0,0,177279,3,0
0,0,0,0,5,29,7002,919,0,0,0,0,0,204626,2,0
0,0,0,0,35,29,7003,919,0,0,0,0,0,243411,3,0
0,0,0,0,18,29,7004,919,0,0,0,0,0,148700,3,0
0,0,0,0,20,29,7005,919,0,0,0,0,0,236634,3,0
0,0,0,0,21,0,7006,920,0,0,0,0,0,165564,1,0
2,0,0,1,33,3,7007,920,0,0,0,0,1,179543,1,0
0,0,0,0,4,4,7008,920,0,0,0,0,0,183377,1,0
0,0,0,0,5,6,7009,920,0,0,0,0,0,229619,1,0
0,0,0,0,25,7,7010,920,0,0,0,0,0,220028,1,0
4,0,0,1,11,23,7011,920,1,0,0,0,2,209264,4,0
0,0,0,0,27,13,7012,920,0,0,0,0,0,224418,3,0
0,0,0,0,6,15,7013,920,0,0,0,0,0,190821,3,0
1,0,0,1,40,27,7014,920,1,0,0,0,1,238050,4,0
0,0,0,0,7,18,7015,920,0,0,0,0,0,152463,2,0
1,0,0,1,10,25,7016,920,0,0,0,0,1,226535,2,0
0,0,0,0,26,28,7017,920,0,0,0,0,0,237936,3,0
0,0,0,0,14,28,7018,920,0,0,0,0,0,201359,2,0
0,0,0,0,16,28,7019,920,0,0,0,0,0,183993,2,0
0,0,0,0,22,28,7020,920,0,0,0,0,0,216114,3,0
0,0,0,0,13,28,7021,920,0,0,0,0,0,237935,3,0
1,0,0,1,29,28,7022,920,0,0,0,0,0,235906,3,0
1,0,0,1,8,28,7023,920,0,0,0,0,0,177912,3,0
2,0,0,1,19,28,7024,920,0,0,0,0,0,242803,3,0
0,0,0,0,3,28,7025,920,0,0,0,0,0,140618,3,0
3,0,0,1,23,28,7026,920,0,0,0,0,0,237937,3,0
0,0,0,0,20,28,7027,920,0,0,0,0,0,245332,3,0
0,0,0,0,1,0,7028,922,0,0,0,0,0,52491,2,0
0,0,0,0,26,3,7029,922,0,0,0,0,0,197391,3,0
1,0,0,1,5,4,7030,922,0,0,0,0,0,233400,2,0
1,0,0,1,39,6,7031,922,0,0,0,0,0,196972,3,0
0,0,0,0,3,7,7032,922,0,0,0,0,0,170472,2,0
0,0,0,0,6,10,7033,922,0,0,0,0,0,148720,3,0
1,0,0,1,11,12,7034,922,0,0,0,0,0,190457,3,0
5,1,0,1,93,13,7035,922,1,0,0,0,2,204850,5,0
0,0,0,0,19,15,7036,922,0,0,0,0,0,208294,3,0
4,0,0,1,23,16,7037,922,0,0,0,0,2,203368,3,0
4,0,0,1,10,25,7038,922,0,0,0,0,0,176680,3,0
1,0,0,1,30,28,7039,922,0,0,0,0,0,190425,3,0
0,0,0,0,90,28,7040,922,0,0,0,0,0,224874,3,0
0,0,0,0,7,28,7041,922,0,0,0,0,0,205291,3,0
0,0,0,0,17,28,7042,922,0,0,0,0,0,228847,2,0
0,0,0,0,20,28,7043,922,0,0,0,0,0,210690,3,0
0,0,0,0,36,28,7044,922,0,0,0,0,0,228664,3,0
0,0,0,0,4,28,7045,922,0,0,0,0,0,178164,2,0
0,0,0,0,35,28,7046,922,0,0,0,0,0,242867,3,0
0,0,0,0,2,28,7047,922,0,0,0,0,0,152598,3,0
0,0,0,0,66,28,7048,922,0,0,0,0,0,238035,3,0
0,0,0,0,40,28,7049,922,0,0,0,0,0,223488,3,0
0,0,0,0,9,28,7050,922,0,0,0,0,0,231122,3,0
0,0,0,0,8,29,7051,922,0,0,0,0,0,234066,3,0
0,0,0,0,18,29,7052,922,0,0,0,0,0,207460,3,0
0,0,0,0,1,0,7053,1456,0,0,0,0,0,213729,3,0
6,1,0,1,2,3,7054,1456,1,0,0,0,4,148696,5,0
0,0,0,0,21,4,7055,1456,0,0,0,0,0,167159,3,0
1,0,0,1,4,6,7056,1456,0,0,0,0,0,220676,3,0
0,0,0,0,9,7,7057,1456,0,0,0,0,0,241737,3,0
1,0,0,1,19,23,7058,1456,0,0,0,0,0,242419,4,0
0,0,0,0,8,13,7059,1456,0,0,0,0,0,152620,4,0
0,0,0,0,6,14,7060,1456,0,0,0,0,0,219990,4,0
0,0,0,0,14,15,7061,1456,0,0,0,0,0,167180,3,0
3,0,0,1,11,27,7062,1456,0,0,0,0,0,198731,4,0
3,0,0,1,22,25,7063,1456,2,0,0,0,2,193422,5,0
1,0,0,1,13,28,7064,1456,0,0,0,0,0,235369,3,0
0,0,0,0,7,28,7065,1456,0,0,0,0,0,207558,3,0
0,0,0,0,24,28,7066,1456,0,0,0,0,0,227870,3,0
0,0,0,0,18,28,7067,1456,0,0,0,0,0,242623,3,0
0,0,0,0,12,28,7068,1456,0,0,0,0,0,220584,3,0
0,0,0,0,20,28,7069,1456,0,0,0,0,0,230737,3,0
0,0,0,0,15,28,7070,1456,0,0,0,0,0,177657,3,0
0,0,0,0,29,28,7071,1456,0,0,0,0,0,244494,3,0
0,0,0,0,23,28,7072,1456,0,0,0,0,0,242941,3,0
0,0,0,0,16,28,7073,1456,0,0,0,0,0,242531,4,0
0,0,0,0,3,28,7074,1456,0,0,0,0,0,190438,3,0
0,0,0,0,17,28,7075,1456,0,0,0,0,0,236471,3,0
0,0,0,0,1,0,7076,1463,0,0,0,0,0,211021,2,0
0,0,0,0,19,3,7077,1463,0,0,0,0,0,202204,2,0
1,0,0,1,18,4,7078,1463,1,0,0,0,1,182905,4,0
1,0,0,1,3,6,7079,1463,0,0,0,0,0,226759,3,0
3,0,0,1,22,7,7080,1463,0,0,0,0,0,222519,2,0
3,0,0,1,77,12,7081,1463,0,0,0,0,0,225956,2,0
0,0,0,0,8,13,7082,1463,0,0,0,0,0,212099,2,0
1,0,0,1,6,15,7083,1463,0,0,0,0,0,198604,2,0
0,0,0,0,14,16,7084,1463,0,0,0,0,0,242139,2,0
1,0,0,1,7,18,7085,1463,0,0,0,0,0,104476,2,0
0,0,0,0,9,25,7086,1463,0,0,0,0,0,234489,3,0
1,0,0,1,20,28,7087,1463,0,0,0,0,0,242893,3,0
1,0,0,1,16,28,7088,1463,0,0,0,0,0,236877,2,0
0,0,0,0,35,28,7089,1463,0,0,0,0,0,238449,3,0
1,0,0,1,4,28,7090,1463,0,0,0,0,1,238263,2,0
0,0,0,0,12,28,7091,1463,0,0,0,0,0,228845,3,0
1,0,0,1,17,28,7092,1463,0,0,0,0,0,240497,3,0
0,0,0,0,99,28,7093,1463,0,0,0,0,0,234365,3,0
0,0,0,0,15,28,7094,1463,0,0,0,0,0,232558,3,0
0,0,0,0,21,28,7095,1463,0,0,0,0,0,231241,3,0
0,0,0,0,24,28,7096,1463,0,0,0,0,0,227975,3,0
1,0,0,1,33,28,7097,1463,0,0,0,0,0,238303,3,0
0,0,0,0,5,28,7098,1463,0,0,0,0,0,240466,3,0
0,0,0,0,26,0,7099,1524,0,0,0,0,0,183827,3,0
0,0,0,0,27,2,7100,1524,0,0,0,0,0,228834,3,0
0,0,0,0,31,4,7101,1524,0,0,0,0,0,221626,3,0
0,0,0,0,15,5,7102,1524,0,0,0,0,0,232164,3,0
0,0,0,0,6,6,7103,1524,0,0,0,0,0,208350,3,0
1,0,0,1,2,8,7104,1524,1,0,0,0,1,226033,5,0
0,0,0,0,23,13,7105,1524,0,0,0,0,0,228667,4,0
0,0,0,0,18,15,7106,1524,0,0,0,0,0,242634,3,0
1,0,0,1,24,18,7107,1524,0,0,0,0,1,205423,4,0
1,0,0,1,77,24,7108,1524,0,0,0,0,1,245526,4,0
5,1,0,1,7,26,7109,1524,0,0,0,0,1,241652,3,0
3,0,0,1,20,28,7110,1524,1,0,0,0,2,232085,3,0
0,0,0,0,8,28,7111,1524,0,0,0,0,0,245500,3,0
0,0,0,0,19,28,7112,1524,0,0,0,0,0,210773,3,0
0,0,0,0,3,28,7113,1524,0,0,0,0,0,243144,3,0
0,0,0,0,1,28,7114,1524,0,0,0,0,0,51694,3,0
0,0,0,0,11,28,7115,1524,0,0,0,0,0,233401,3,0
0,0,0,0,21,28,7116,1524,0,0,0,0,0,222081,4,0
1,0,0,1,4,28,7117,1524,0,0,0,0,0,242744,4,0
0,0,0,0,17,28,7118,1524,0,0,0,0,0,242233,3,0
0,0,0,0,5,28,7119,1524,0,0,0,0,0,242771,3,0
0,0,0,0,14,28,7120,1524,0,0,0,0,0,165447,3,0
0,0,0,0,10,28,7121,1524,0,0,0,0,0,242640,3,0
0,0,0,0,16,29,7122,1524,0,0,0,0,0,212133,3,0
0,0,0,0,12,0,7123,1757,0,0,0,0,0,190822,3,0
0,0,0,0,19,3,7124,1757,0,0,0,0,0,190441,3,0
0,0,0,0,2,4,7125,1757,0,0,0,0,0,166879,3,0
0,0,0,0,4,6,7126,1757,0,0,0,0,0,202544,3,0
0,0,0,0,21,7,7127,1757,0,0,0,0,0,190454,3,0
0,0,0,0,5,9,7128,1757,0,0,0,0,0,189895,4,0
0,0,0,0,7,11,7129,1757,0,0,0,0,0,242894,4,0
1,0,0,1,6,12,7130,1757,0,0,0,0,0,228454,3,0
1,0,0,1,10,16,7131,1757,0,0,0,0,0,220684,3,0
2,0,0,1,9,18,7132,1757,1,0,0,0,2,191728,5,0
4,0,0,1,15,25,7133,1757,0,0,0,0,1,190539,3,0
0,0,0,0,46,28,7134,1757,0,0,0,0,0,243337,3,0
0,0,0,0,23,28,7135,1757,0,0,0,0,0,239407,3,0
0,0,0,0,13,28,7136,1757,0,0,0,0,0,206530,3,0
0,0,0,0,16,28,7137,1757,0,0,0,0,0,238208,3,0
0,0,0,0,1,28,7138,1757,0,0,0,0,0,222431,3,0
0,0,0,0,11,28,7139,1757,0,0,0,0,0,228327,4,0
0,0,0,0,17,28,7140,1757,0,0,0,0,0,192937,3,0
1,0,0,1,18,28,7141,1757,0,0,0,0,0,227869,3,0
0,0,0,0,37,28,7142,1757,0,0,0,0,0,240339,3,0
0,0,0,0,8,28,7143,1757,0,0,0,0,0,148705,3,0
1,0,0,1,14,28,7144,1757,0,0,0,0,1,220396,4,0
0,0,0,0,3,28,7145,1757,0,0,0,0,0,242975,3,0
1,0,0,1,22,29,7146,1757,0,0,0,0,1,165568,4,0
0,0,0,0,78,0,7147,112199,0,0,0,0,0,219969,2,0
1,0,0,1,77,3,7148,112199,0,0,0,0,0,155266,2,0
0,0,0,0,11,4,7149,112199,0,0,0,0,0,202263,2,0
1,0,0,1,6,6,7150,112199,0,0,0,0,0,202904,2,0
2,0,0,1,16,7,7151,112199,0,0,0,0,1,184229,2,0
2,0,0,1,7,12,7152,112199,0,0,0,0,0,200369,3,0
0,0,0,0,8,13,7153,112199,0,0,0,0,0,172568,3,0
0,0,0,0,23,15,7154,112199,0,0,0,0,0,179537,3,0
2,0,0,1,17,16,7155,112199,0,0,0,0,0,237566,3,0
1,0,0,1,29,24,7156,112199,0,0,0,0,0,172555,3,0
5,1,0,1,69,26,7157,112199,1,0,0,0,2,191083,4,0
0,0,0,0,27,28,7158,112199,0,0,0,0,0,240738,3,0
0,0,0,0,22,28,7159,112199,0,0,0,0,0,206584,3,0
0,0,0,0,5,28,7160,112199,0,0,0,0,0,213837,3,0
0,0,0,0,4,28,7161,112199,0,0,0,0,0,213864,3,0
0,0,0,0,31,28,7162,112199,0,0,0,0,0,196983,3,0
1,0,0,1,19,28,7163,112199,0,0,0,0,0,202534,3,0
0,0,0,0,10,28,7164,112199,0,0,0,0,0,228863,3,0
1,0,0,1,18,28,7165,112199,0,0,0,0,0,209702,3,0
0,0,0,0,24,28,7166,112199,0,0,0,0,0,242318,3,0
0,0,0,0,45,28,7167,112199,0,0,0,0,0,238756,3,0
0,0,0,0,3,28,7168,112199,0,0,0,0,0,175941,3,0
0,0,0,0,14,28,7169,112199,0,0,0,0,0,242136,3,0
0,0,0,0,15,29,7170,112199,0,0,0,0,0,242134,3,0
0,0,0,0,2,29,7171,112199,0,0,0,0,0,245406,3,0
0,0,0,0,25,29,7172,112199,0,0,0,0,0,244752,3,0
0,0,0,0,1,0,7173,112200,0,0,0,0,0,192500,2,0
0,0,0,0,23,3,7174,112200,0,0,0,0,0,223255,3,0
0,0,0,0,3,4,7175,112200,0,0,0,0,0,241911,2,0
0,0,0,0,18,6,7176,112200,0,0,0,0,0,202549,2,0
0,0,0,0,24,7,7177,112200,0,0,0,0,0,241913,2,0
0,0,0,0,10,23,7178,112200,0,0,0,0,0,50531,3,0
1,0,0,1,16,13,7179,112200,0,0,0,0,0,203426,3,0
1,0,0,1,11,14,7180,112200,0,0,0,0,0,242254,3,0
2,0,0,1,7,15,7181,112200,2,0,0,0,2,190408,5,0
2,0,0,1,15,27,7182,112200,0,0,0,0,0,203347,3,0
2,0,0,1,9,25,7183,112200,0,0,0,0,0,194714,3,0
2,0,0,1,27,28,7184,112200,0,0,0,0,1,228212,3,0
0,0,0,0,20,28,7185,112200,0,0,0,0,0,202364,3,0
0,0,0,0,17,28,7186,112200,0,0,0,0,0,241915,3,0
0,0,0,0,5,28,7187,112200,0,0,0,0,0,238155,2,0
0,0,0,0,12,28,7188,112200,0,0,0,0,0,242252,3,0
0,0,0,0,22,28,7189,112200,0,0,0,0,0,229995,3,0
0,0,0,0,8,28,7190,112200,0,0,0,0,0,199893,3,0
0,0,0,0,14,28,7191,112200,0,0,0,0,0,241918,3,0
0,0,0,0,4,28,7192,112200,0,0,0,0,0,190509,3,0
0,0,0,0,6,28,7193,112200,0,0,0,0,0,209728,3,0
0,0,0,0,26,28,7194,112200,0,0,0,0,0,242090,3,0
0,0,0,0,13,28,7195,112200,0,0,0,0,0,242305,3,0
0,0,0,0,21,29,7196,112200,0,0,0,0,0,241916,3,0
0,0,0,0,1,0,7197,113459,0,0,0,0,0,202810,3,0
0,0,0,0,17,3,7198,113459,0,0,0,0,0,213271,3,0
0,0,0,0,19,4,7199,113459,0,0,0,0,0,236751,4,0
0,0,0,0,5,6,7200,113459,0,0,0,0,0,198642,3,0
1,0,0,1,3,7,7201,113459,0,0,0,0,0,198519,3,0
0,0,0,0,8,9,7202,113459,0,0,0,0,0,202551,3,0
1,0,0,1,18,11,7203,113459,0,0,0,0,0,227810,4,0
5,1,0,1,13,12,7204,113459,0,0,0,0,2,238210,4,0
0,0,0,0,7,16,7205,113459,0,0,0,0,0,240206,4,0
2,0,0,1,9,18,7206,113459,1,0,0,0,1,188985,5,0
5,1,0,1,11,25,7207,113459,1,0,0,0,2,190518,5,0
0,0,0,0,20,28,7208,113459,0,0,0,0,0,238423,3,0
0,0,0,0,21,28,7209,113459,0,0,0,0,0,225731,3,0
0,0,0,0,25,28,7210,113459,0,0,0,0,0,214679,3,0
0,0,0,0,22,28,7211,113459,0,0,0,0,0,221633,3,0
0,0,0,0,12,28,7212,113459,0,0,0,0,0,229848,3,0
0,0,0,0,24,28,7213,113459,0,0,0,0,0,236750,3,0
0,0,0,0,4,28,7214,113459,0,0,0,0,0,224391,3,0
0,0,0,0,14,28,7215,113459,0,0,0,0,0,239006,3,0
0,0,0,0,16,28,7216,113459,0,0,0,0,0,236754,3,0
0,0,0,0,10,28,7217,113459,0,0,0,0,0,190512,3,0
0,0,0,0,23,28,7218,113459,0,0,0,0,0,176860,3,0
0,0,0,0,6,28,7219,113459,0,0,0,0,0,242237,3,0
0,0,0,0,15,29,7220,113459,0,0,0,0,0,236748,3,0
0,0,0,0,1,0,7221,77,0,0,0,0,0,156253,4,0
0,0,0,0,2,3,7222,77,0,0,0,0,0,183145,4,0
0,0,0,0,5,4,7223,77,0,0,0,0,0,225974,4,0
0,0,0,0,4,6,7224,77,0,0,0,0,0,156675,4,0
0,0,0,0,29,7,7225,77,0,0,0,0,0,212100,3,0
0,0,0,0,8,9,7226,77,0,0,0,0,0,170082,3,0
0,0,0,0,3,11,7227,77,0,0,0,0,0,200302,3,0
1,0,0,1,10,12,7228,77,0,0,0,0,1,186839,3,0
1,0,0,1,11,16,7229,77,0,0,0,0,0,204820,3,0
0,0,0,0,19,18,7230,77,0,0,0,0,0,242280,3,0
0,0,0,0,17,25,7231,77,0,0,0,0,0,202526,3,0
0,0,0,0,16,28,7232,77,0,0,0,0,0,227040,3,0
0,0,0,0,7,28,7233,77,0,0,0,0,0,202819,3,0
0,0,0,0,23,28,7234,77,0,0,0,0,0,228767,3,0
0,0,0,0,18,28,7235,77,0,0,0,0,0,223265,4,0
0,0,0,0,20,28,7236,77,0,0,0,0,0,155998,3,0
1,0,0,1,9,28,7237,77,1,0,0,0,1,213642,4,0
0,0,0,0,21,28,7238,77,0,0,0,0,0,222396,3,0
1,0,0,1,28,28,7239,77,0,0,0,0,0,203464,3,0
0,0,0,0,15,28,7240,77,0,0,0,0,0,224915,3,0
0,0,0,0,6,28,7241,77,0,0,0,0,0,173695,3,0
0,0,0,0,12,28,7242,77,0,0,0,0,0,177793,3,0
1,0,0,1,25,28,7243,77,0,0,0,0,0,245174,3,0
0,0,0,0,24,29,7244,77,0,0,0,0,0,238758,3,0
0,0,0,0,31,29,7245,77,0,0,0,0,0,233727,3,0
0,0,0,0,36,29,7246,77,0,0,0,0,0,245280,3,0
0,0,0,0,32,29,7247,77,0,0,0,0,0,232126,3,0
0,0,0,0,1,0,7248,78,0,0,0,0,0,53110,2,0
0,0,0,0,23,3,7249,78,0,0,0,0,0,176942,2,0
1,0,0,1,20,4,7250,78,0,0,0,0,0,197837,2,0
0,0,0,0,35,6,7251,78,0,0,0,0,0,224258,3,0
0,0,0,0,63,7,7252,78,0,0,0,0,0,226491,2,0
0,0,0,0,8,9,7253,78,0,0,0,0,0,134820,2,0
2,1,0,1,21,11,7254,78,0,0,0,0,1,218745,3,0
0,0,0,0,49,12,7255,78,0,0,0,0,0,200630,3,0
0,0,0,0,42,16,7256,78,0,0,0,0,0,211093,3,0
1,0,0,1,18,18,7257,78,0,0,0,0,0,207928,3,0
1,0,0,1,22,25,7258,78,0,0,0,0,0,233866,3,0
0,0,0,0,11,28,7259,78,0,0,0,0,0,169214,2,0
0,0,0,0,17,28,7260,78,0,0,0,0,0,213884,2,0
0,0,0,0,5,28,7261,78,0,0,0,0,0,231002,3,0
0,0,0,0,4,28,7262,78,0,0,0,0,0,225316,2,0
0,0,0,0,29,28,7263,78,0,0,0,0,0,198625,3,0
1,0,0,1,9,28,7264,78,1,0,0,0,1,202539,3,0
0,0,0,0,27,28,7265,78,0,0,0,0,0,179544,2,0
0,0,0,0,15,28,7266,78,0,0,0,0,0,163619,3,0
0,0,0,0,14,28,7267,78,0,0,0,0,0,234867,3,0
0,0,0,0,32,28,7268,78,0,0,0,0,0,244269,3,0
0,0,0,0,33,28,7269,78,0,0,0,0,0,170231,3,0
0,0,0,0,12,28,7270,78,0,0,0,0,0,198553,3,0
