firstnameid,lastnameid,playerjerseynameid,commonnameid,trait2,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,tattoobackneck,preferredposition3,longpassing,penalties,animfreekickstartposcode,animpenaltieskickstylecode,isretiring,longshots,gkdiving,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,animpenaltiesapproachcode,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,sprintspeed,height,hasseasonaljersey,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,ballcontrol,shotpower,trait1,socklengthcode,weight,hashighqualityhead,gkglovetypecode,tattoorightarm,balance,gender,headassetid,gkkicking,internationalrep,animpenaltiesmotionstylecode,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,attackingworkrate,finishingcode2,aggression,acceleration,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,skintypecode,tattoorightneck,gkkickstyle,stamina,playerid,marking,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,skintonecode,shortstyle,overallrating,tattooleftneck,emotion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,runningcode1,preferredposition4,volleys,accessorycolourcode2,facialhaircolorcode
15320,8869,8869,0,1024,5,6,56,1,72,0,0,64,0,77,54,0,-1,65,67,0,0,0,65,8,58,31,64,66,16,25,68,64,65,2020,1,59,60,53,0,1,2006,60,180,0,-1,69,264,147157,14,66,67,327680,0,75,0,0,0,73,0,163445,7,1,0,66,59,1,0,0,0,0,66,63,59,0,2,0,1,13,1,0,0,24,158970,1,0,25,1,0,3,73,0,0,0,78,163445,59,0,14,0,2,2,0,66,0,3,0,0,0,30,0,2,0,2,-1,62,0,3
6225,15657,15657,0,65536,2,0,68,1,62,0,0,68,0,77,77,0,-1,70,67,1,2,0,72,6,77,31,83,76,12,0,73,78,73,2020,0,52,69,77,0,0,2021,80,181,3,3,81,65,146454,7,74,76,33619968,0,81,0,0,0,78,0,163488,13,2,1,69,71,2,1,0,2,0,82,79,59,0,0,0,1,8,1,0,0,0,155489,1,0,12,1,0,4,68,1,0,0,66,163488,69,0,15,0,2,2,0,76,0,3,0,0,0,30,0,2,0,0,-1,64,0,1
1528,5511,5511,0,0,1,8,15,1,57,0,0,10,0,124,17,0,-1,27,21,0,0,0,19,82,15,31,10,82,83,0,75,63,46,2022,1,10,10,19,0,0,1513,34,189,3,-1,51,82,147663,0,23,24,0,0,82,0,112,0,40,0,163489,72,2,0,31,15,0,4,0,0,0,11,48,10,0,1,0,1,83,4,3,0,0,157742,1,0,27,1,0,3,80,0,0,3,31,163489,10,0,82,0,0,2,0,82,0,2,0,0,0,30,0,4,0,0,-1,19,0,0
19360,15836,15836,0,0,5,4,59,1,42,0,0,39,0,17,76,0,-1,70,48,0,0,0,53,16,78,31,63,75,13,0,69,69,48,2020,1,38,54,72,0,0,6,40,187,3,-1,78,265,146985,5,67,67,4194368,0,79,0,0,0,54,0,163492,6,2,0,73,62,1,0,0,1,0,71,33,78,0,1,0,1,10,1,0,0,0,158776,1,0,7,2,0,2,33,2,0,0,69,163492,82,0,15,0,1,2,0,75,0,3,0,0,0,30,0,4,1,0,-1,43,0,2
13375,5409,5377,0,0,6,16,51,1,60,0,0,48,0,25,67,0,-1,67,63,0,0,0,59,15,70,31,59,68,16,0,68,71,63,2019,1,56,57,65,0,0,1522,37,180,3,14,64,56,146779,10,70,67,0,0,76,0,0,0,64,0,163530,14,2,0,70,54,1,4,0,1,0,56,44,63,0,2,0,1,10,9,0,0,9,158822,1,0,18,2,0,3,70,2,0,0,56,163530,66,0,9,0,1,2,0,68,0,2,0,0,0,30,0,1,0,0,-1,52,0,2
1541,5715,5715,0,0,6,6,59,1,55,0,0,58,0,65,68,0,-1,64,65,0,1,0,65,6,57,31,62,64,6,0,63,67,62,2019,0,58,55,65,0,0,1513,48,175,0,-1,71,24,146690,14,65,74,65680,0,73,0,0,0,70,0,163570,11,1,0,70,52,1,4,0,2,0,70,50,63,0,2,0,1,12,4,0,0,0,159141,1,2,50,1,0,3,62,0,0,0,55,163570,68,0,9,0,1,2,0,64,0,3,0,0,0,30,0,2,1,0,-1,67,0,3
17352,12371,12371,0,0,1,4,72,1,72,0,0,64,0,135,34,0,-1,62,59,0,0,0,61,9,48,31,68,67,6,0,65,68,65,2019,1,60,70,31,0,0,2004,66,170,0,12,47,82,147413,16,72,68,16,0,72,1,0,0,85,0,163571,8,1,0,65,57,2,0,0,2,0,50,74,44,0,0,0,1,8,4,0,0,0,158230,0,1,14,1,0,4,63,2,0,0,47,163571,41,0,8,0,2,1,0,67,0,2,0,0,0,30,0,8,0,0,-1,62,0,0
26311,5658,5658,0,0,5,6,53,1,55,0,0,36,0,112,64,0,-1,56,33,0,0,0,31,7,64,31,55,65,15,0,63,65,54,2019,1,23,52,59,0,0,12,38,185,0,7,78,99,147016,5,57,58,128,0,79,0,0,0,55,0,163581,8,1,0,59,26,1,4,0,0,0,72,47,63,0,0,0,1,14,1,0,0,0,158991,1,2,14,2,0,3,63,2,0,0,67,163581,65,0,11,0,1,2,0,65,0,3,0,0,0,30,0,5,0,0,-1,17,0,3
13765,23754,23754,0,0,4,8,13,1,62,0,0,13,0,124,14,0,-1,46,26,0,0,0,14,83,20,31,18,84,88,0,81,67,59,2023,0,12,12,13,0,0,4000,60,189,4,-1,64,136,153140,0,40,36,524288,2,89,1,103,0,47,0,163587,82,2,0,44,15,0,0,0,0,0,35,60,16,0,2,0,2,77,1,0,0,0,159222,0,0,13,1,0,3,60,2,0,3,34,163587,14,0,80,0,0,2,0,84,0,4,0,0,0,30,0,6,0,0,-1,15,0,1
12819,22919,22919,0,525312,0,6,13,1,23,0,0,15,0,0,11,0,-1,23,18,0,0,0,15,72,22,31,14,72,73,0,73,53,39,2020,1,7,11,11,0,0,2010,43,193,1,-1,71,255,147568,0,24,24,32,0,97,1,96,0,22,0,163600,73,2,0,25,13,0,4,0,0,0,24,38,12,0,1,0,1,66,1,1,0,0,158785,0,0,14,1,0,3,68,2,0,3,36,163600,11,0,72,0,0,2,0,72,0,3,0,0,0,30,0,6,0,0,-1,11,0,3
12265,28405,28405,0,262144,1,4,15,1,45,0,0,12,0,114,19,0,-1,34,20,0,0,0,15,67,21,31,16,67,67,0,71,48,48,2020,1,15,14,11,0,0,4001,44,180,3,-1,66,107,147143,0,22,24,64,0,83,0,1,0,37,0,163616,62,1,0,30,15,0,4,0,0,0,43,50,15,0,1,0,1,63,3,0,0,0,157686,1,0,14,2,0,2,64,2,0,1,38,163616,17,0,63,0,0,4,0,67,0,4,0,0,0,30,0,3,0,0,-1,14,0,0
12900,10767,10767,0,0,13,0,62,1,91,0,0,57,0,117,49,0,-1,60,48,0,0,0,68,11,47,31,75,71,14,0,54,69,70,2020,1,63,74,35,0,0,2505,89,173,3,12,61,266,147826,16,70,71,131088,0,73,0,0,0,91,0,163619,11,1,0,68,62,2,0,0,2,0,52,85,30,0,0,0,1,6,5,0,0,0,158776,1,2,25,2,0,4,83,2,0,0,76,163619,63,0,11,0,2,2,0,71,0,3,0,0,0,30,0,1,0,0,-1,50,0,3
2934,1278,1278,0,524288,12,8,13,1,53,0,0,9,0,123,12,0,-1,15,14,0,0,0,12,67,17,31,13,66,71,0,66,47,33,2020,0,13,12,11,0,0,2004,46,183,1,-1,67,38,153140,0,18,11,1048576,0,80,0,9,0,41,0,163621,60,1,0,12,13,0,4,0,0,0,34,34,14,0,0,0,1,60,1,1,0,0,158472,1,0,14,1,0,3,63,2,0,3,31,163621,13,0,62,0,0,2,0,66,0,3,0,0,0,30,0,2,0,0,-1,13,0,3
9942,15281,15281,0,33792,2,0,67,1,64,0,0,64,0,65,69,0,-1,66,82,0,1,0,70,16,65,31,70,70,8,0,64,71,67,2020,0,64,59,65,0,0,2014,54,178,0,14,72,137,147278,10,72,72,1028,0,79,1,0,0,69,0,163625,6,1,0,73,68,1,3,0,2,0,77,53,58,0,0,0,1,8,8,0,0,0,156889,0,0,14,1,0,3,81,1,0,0,69,163625,71,0,6,0,1,3,0,70,0,4,0,0,0,30,0,2,0,0,-1,55,0,3
15413,2437,2437,0,66560,3,15,81,1,69,0,0,73,0,155,78,0,-1,74,90,0,2,0,71,8,79,31,84,78,12,0,81,84,76,2019,1,63,77,77,0,0,2508,59,170,0,8,59,256,153140,7,80,84,4096,0,70,1,0,0,83,0,163631,10,3,0,79,81,2,1,0,2,0,74,66,74,0,0,0,2,15,3,0,0,0,155160,0,0,14,2,0,3,67,0,0,0,68,163631,76,0,13,0,2,2,0,78,0,3,1,0,0,30,0,8,0,0,-1,63,0,0
8812,5594,5594,0,0,1,8,11,0,32,0,0,20,0,25,66,0,-1,44,27,0,0,0,38,15,62,31,25,66,11,0,60,69,28,2019,1,26,35,54,0,0,1500,50,187,1,-1,90,171,147307,5,45,56,0,1,87,0,0,0,38,0,163634,7,1,0,44,23,1,0,0,0,0,70,49,60,0,1,0,1,15,3,0,0,0,158085,1,2,27,1,0,2,82,0,0,0,67,163634,72,0,8,0,1,2,0,66,0,3,0,0,0,30,0,5,0,0,-1,24,0,0
2993,15087,15087,0,0,5,4,33,1,43,0,0,65,0,25,64,0,-1,61,55,0,0,0,58,10,70,31,58,68,8,0,63,61,62,2019,1,53,36,58,0,1,1513,49,190,3,10,78,46,153140,5,61,71,0,0,79,0,0,0,49,0,163640,11,1,0,64,51,1,4,0,0,0,78,47,66,0,1,0,1,8,1,0,0,16,158023,1,2,7,1,0,4,48,0,0,0,69,163640,70,0,13,0,1,2,0,68,0,4,0,0,0,30,0,5,0,0,-1,52,0,3
6102,5492,5492,0,0,1,0,32,1,58,0,0,51,0,4,75,0,8,68,24,0,0,0,26,11,70,31,65,74,7,0,65,66,53,2019,1,25,65,75,0,0,1012,62,185,0,7,78,61,147001,5,70,41,0,0,80,0,0,0,61,0,163665,9,2,0,69,23,1,2,0,0,0,74,49,72,0,1,0,1,10,6,0,0,0,156950,1,0,18,1,0,3,73,0,0,0,68,163665,76,0,11,0,1,6,0,74,0,2,0,0,0,30,0,5,0,0,-1,26,0,0
2876,23217,23217,0,1024,1,6,63,1,62,0,0,51,0,149,73,0,-1,65,55,0,0,0,46,9,70,31,68,70,7,0,71,77,65,2020,1,30,70,71,0,1,12,72,181,3,5,79,272,146946,7,69,66,5136,0,74,0,0,0,70,0,163670,9,2,0,66,58,2,4,0,0,0,72,69,52,0,0,0,1,10,3,0,0,16,158425,1,0,46,2,0,2,60,2,0,0,66,163670,70,0,13,0,1,4,0,70,0,4,0,0,0,30,0,3,0,0,-1,48,0,0
25073,16765,16765,0,0,1,3,13,1,52,0,0,11,0,82,15,0,-1,28,11,0,0,0,11,86,23,31,14,83,84,0,80,64,55,2020,1,13,15,13,0,0,4501,43,185,3,-1,61,265,153140,0,17,24,1024,2,82,1,111,0,36,0,163705,70,3,0,37,12,0,2,0,0,0,37,53,13,0,0,0,1,81,9,3,0,0,158786,0,0,18,1,0,3,74,2,0,3,31,163705,13,0,79,0,0,9,0,83,0,3,0,0,0,30,0,5,0,0,-1,13,0,0
15180,6653,15178,0,0,1,13,57,1,79,0,0,50,0,0,79,0,-1,75,49,0,0,0,67,9,80,31,60,85,15,0,77,83,73,2019,1,38,73,81,0,0,1021,69,174,3,5,68,137,153140,10,80,74,0,0,74,0,0,0,87,0,163711,12,3,0,79,41,2,2,0,0,0,77,69,59,0,0,0,2,5,3,0,0,0,159222,0,2,18,1,0,3,76,2,0,0,85,163711,78,0,10,0,2,9,0,80,0,2,0,0,0,30,0,2,0,0,-1,37,0,0
5245,16766,16766,0,0,1,0,66,1,90,0,0,74,0,21,52,0,-1,66,67,0,0,0,67,6,36,31,62,70,16,0,75,72,72,2019,1,68,71,32,0,0,1521,80,171,3,21,48,170,146944,25,69,71,131072,2,63,0,0,0,77,0,163713,13,1,0,72,49,2,3,0,0,0,67,72,62,0,0,0,1,13,3,0,0,8,158814,1,2,18,1,0,3,62,1,0,0,69,163713,32,0,16,0,2,6,0,70,0,4,0,16,0,30,0,1,0,0,-1,71,1,2
22992,10653,10653,0,4096,7,8,55,1,76,0,0,55,0,117,52,0,-1,61,63,2,1,0,60,7,49,31,57,61,7,0,61,62,64,2019,0,58,62,50,0,0,1502,52,175,3,14,59,265,146928,16,63,67,16,0,70,0,0,0,79,0,163731,8,1,0,62,65,2,3,0,0,0,55,52,54,0,2,0,1,10,5,0,0,0,159149,1,0,14,1,0,4,82,2,0,0,71,163731,47,0,6,0,2,2,0,61,0,3,0,0,0,30,0,1,0,0,-1,59,0,4
6225,18143,18143,0,0,3,4,41,1,29,0,0,26,0,0,62,0,-1,35,29,0,0,0,22,1,66,31,21,65,1,0,62,64,36,2019,0,25,29,56,0,0,3505,32,188,0,-1,89,125,147014,5,46,34,1024,0,94,0,0,0,70,0,163754,1,1,0,48,28,1,0,0,1,0,63,41,64,0,2,0,1,1,1,0,0,0,158776,1,0,14,1,0,3,67,2,0,0,56,163754,65,0,1,0,1,2,0,65,0,2,0,0,0,30,0,6,0,0,-1,14,0,3
12793,27527,27527,0,0,3,6,36,1,67,0,0,37,0,17,66,0,-1,60,29,0,0,0,33,14,63,31,60,71,9,0,59,59,46,2020,1,39,46,64,0,0,4,73,180,0,-1,71,57,149596,5,54,49,16,0,70,0,0,0,66,0,163757,9,1,0,56,33,1,4,0,0,0,74,62,66,0,1,0,1,10,1,0,0,0,158011,1,0,50,2,0,3,77,0,0,0,74,163757,63,0,6,0,1,2,0,66,0,3,0,0,0,30,0,2,0,0,-1,44,0,0
5787,6271,6271,0,0,1,16,26,1,60,0,0,42,0,28,77,0,-1,55,33,0,0,0,34,7,79,31,25,77,10,0,75,72,43,2020,1,35,43,77,0,0,3001,64,188,3,-1,84,135,146980,5,64,49,4195328,0,89,1,0,0,50,0,163761,10,2,0,62,25,1,3,0,0,0,69,61,76,0,0,0,1,9,9,3,0,0,158752,0,0,14,1,0,3,76,2,0,0,65,163761,76,0,15,0,1,6,0,77,0,3,0,0,0,30,0,5,0,0,-1,33,0,0
15486,2653,2653,0,0,1,6,14,1,27,0,0,40,0,60,64,0,-1,57,40,0,0,0,38,10,64,31,20,64,6,0,58,52,51,2019,0,33,46,65,0,0,4501,57,185,0,-1,81,56,147240,5,52,29,0,0,72,0,0,0,50,0,163766,16,1,0,50,33,1,3,0,0,0,70,59,58,0,0,0,1,7,9,0,0,0,158776,1,0,14,1,0,3,73,1,0,0,70,163766,58,0,9,0,1,10,0,64,0,3,0,0,0,30,0,5,0,0,-1,34,0,0
17900,22814,22814,0,98304,6,16,70,1,66,0,0,60,0,105,60,0,-1,67,66,0,0,0,65,7,54,31,66,62,13,0,55,55,63,2023,0,44,54,62,0,0,2507,58,180,1,10,75,101,146019,14,62,65,69762,0,78,0,0,0,67,0,163768,6,1,0,58,74,1,4,0,0,0,65,59,55,0,0,0,1,15,1,3,0,0,159161,1,0,14,2,0,2,73,2,0,0,70,163768,60,0,13,0,1,2,0,62,0,3,0,0,0,30,0,2,0,0,-1,59,0,2
9445,13089,13089,0,2359296,3,4,10,1,54,0,0,13,0,37,15,0,-1,36,26,0,0,0,10,66,22,31,12,68,67,0,67,52,34,2019,0,13,10,13,0,0,2016,51,181,1,-1,57,125,147306,0,24,22,524288,0,85,0,110,0,38,0,163791,65,2,0,35,11,0,4,0,0,0,20,47,10,0,0,0,1,67,4,0,0,0,158786,1,0,18,1,0,3,65,0,0,1,37,163791,12,0,70,0,0,2,1,68,0,5,0,0,0,30,0,2,0,0,-1,10,0,0
25190,6177,6177,0,0,2,14,71,1,65,0,0,57,0,150,62,0,-1,69,59,0,0,0,74,13,65,31,73,69,6,0,70,67,69,2019,1,71,69,59,0,0,2020,60,183,3,12,69,27,146622,16,75,77,65536,0,77,0,0,0,61,0,163796,7,1,0,74,67,2,4,0,0,0,69,48,67,0,0,0,1,10,1,0,0,0,156950,1,0,18,2,0,4,61,2,0,0,71,163796,62,0,13,0,2,2,0,69,0,3,1,0,0,30,0,1,0,0,-1,66,0,3
13266,9045,8444,0,1024,1,15,74,1,62,0,0,73,0,105,55,0,-1,75,70,0,0,0,69,12,57,31,72,73,8,0,72,70,75,2019,1,67,69,50,0,0,2010,42,187,3,18,70,57,145996,14,76,69,270336,0,76,0,0,0,63,0,163804,10,2,0,75,70,2,3,0,2,0,58,47,60,0,0,0,1,16,3,0,0,0,159181,1,0,18,1,0,4,60,2,0,0,68,163804,56,0,15,0,2,2,0,73,0,3,0,0,0,30,0,4,0,0,-1,60,0,0
24067,29188,24068,24067,524288,3,8,20,1,50,0,0,12,0,77,12,0,-1,39,23,0,0,0,11,79,15,31,21,78,81,0,75,58,38,2019,1,11,13,13,0,0,2011,43,179,1,-1,62,217,147486,0,21,24,1048576,2,75,0,5,0,48,0,163806,75,2,0,37,11,0,4,0,0,0,34,44,9,0,0,0,1,73,4,1,0,0,155885,1,0,45,1,0,2,64,2,0,1,33,163806,20,0,78,0,0,2,0,78,0,3,0,0,0,30,0,2,0,0,-1,11,0,2
2025,27809,27809,0,0,1,8,34,1,52,0,0,28,0,6,75,0,-1,73,45,0,0,0,40,7,74,31,32,76,10,0,69,66,53,2019,1,37,57,72,0,0,1004,53,183,3,-1,84,173,146776,5,62,64,32800,0,77,1,0,0,59,0,163824,16,3,0,64,23,1,0,0,0,0,85,51,75,0,1,0,2,10,9,0,0,8,158451,0,0,50,1,0,4,72,0,0,0,54,163824,76,0,7,0,1,6,0,76,0,4,0,0,0,30,0,3,0,0,-1,34,0,0
363,15269,15269,0,0,3,4,66,1,70,0,0,71,0,122,21,0,-1,51,83,0,1,0,60,8,34,31,65,68,16,0,67,74,66,2021,0,73,63,14,0,0,22,68,175,3,18,60,62,147607,25,68,67,8448,0,73,0,0,0,77,0,163828,6,1,0,62,53,2,0,0,2,0,55,70,61,0,2,0,1,7,3,3,0,0,159188,1,1,14,1,0,3,75,1,0,0,65,163828,19,0,6,0,1,2,0,68,0,3,0,0,0,30,0,2,0,17,-1,71,0,2
6282,24696,24696,0,0,1,0,44,1,61,0,0,29,0,123,65,0,-1,55,53,0,0,0,33,7,65,31,48,62,10,0,48,66,44,2020,0,34,53,62,0,0,2016,43,185,3,-1,82,36,147755,10,51,56,32,0,78,0,0,0,59,0,163852,14,1,0,63,43,1,4,0,0,0,65,59,68,0,0,0,1,10,3,0,0,0,158390,1,0,37,1,0,3,75,2,0,0,80,163852,61,0,12,0,1,2,0,62,0,2,0,0,0,30,0,5,0,0,-1,48,0,0
5219,5970,5970,0,0,1,4,42,1,75,0,0,70,0,118,24,0,-1,49,64,0,0,0,60,8,33,31,42,64,14,0,61,67,57,2019,1,62,60,17,0,0,4003,68,173,3,23,74,58,147376,25,61,61,0,0,75,0,0,0,77,0,163856,13,1,0,56,41,1,0,0,2,0,57,71,57,0,0,0,1,7,3,0,0,0,159141,1,2,14,1,0,3,73,2,0,0,82,163856,34,0,15,0,2,2,0,64,0,4,0,0,0,30,0,3,0,0,-1,65,0,0
5658,18449,18449,0,0,1,8,19,1,27,0,0,39,0,149,68,0,-1,60,43,0,0,0,20,13,66,31,31,67,10,0,57,64,49,2020,1,24,21,66,0,0,3501,33,187,0,-1,77,46,147073,5,55,46,4194304,0,89,0,0,0,31,0,163865,10,1,0,58,44,1,3,0,0,0,59,29,71,0,1,0,1,10,3,0,0,0,159129,1,0,50,1,0,3,79,2,0,0,59,163865,64,0,13,0,1,2,0,67,0,3,0,0,0,30,0,5,0,0,-1,32,0,0
7462,29054,7462,7462,0,3,8,11,1,58,0,0,11,0,114,20,0,-1,32,37,0,0,0,18,73,22,31,13,74,73,0,64,61,40,2019,0,20,11,20,0,0,2513,41,187,1,-1,69,217,146072,0,32,38,1048576,2,88,0,114,0,57,0,163873,71,2,0,22,14,0,0,0,0,0,28,42,12,0,1,0,1,73,3,3,0,0,158466,1,0,38,1,0,3,73,2,0,3,18,163873,12,0,76,0,0,4,0,74,0,2,0,0,0,30,0,5,0,0,-1,11,0,2
17916,34022,34022,0,0,1,6,54,1,57,0,0,53,0,114,65,0,-1,68,80,0,0,0,55,4,70,31,48,67,13,0,71,65,65,2019,1,45,51,61,0,0,2513,58,189,0,-1,85,96,146913,14,66,70,65664,0,82,0,0,0,35,0,163908,12,1,0,71,60,1,0,0,2,0,76,61,65,0,0,0,1,10,4,0,0,0,159208,1,2,27,2,0,3,72,2,0,0,85,163908,60,0,6,0,1,2,0,67,0,4,0,0,0,30,0,5,0,0,-1,55,0,0
1091,6640,6640,0,32768,0,6,77,1,74,0,0,76,0,70,32,0,18,71,64,0,2,0,78,14,30,15,76,74,11,0,64,74,76,2021,1,60,80,28,0,0,2517,67,180,3,23,61,0,146297,21,82,81,335936,0,75,0,0,0,71,0,163925,10,2,0,79,82,3,4,0,0,0,60,68,54,0,0,0,0,7,1,0,0,6,159153,1,0,27,2,0,2,50,2,0,0,65,163925,32,0,14,0,3,4,0,74,0,5,0,0,2,15,0,2,0,0,-1,74,0,3
25075,1495,1495,0,0,4,0,48,0,67,0,0,28,0,31,65,0,-1,42,16,0,0,0,18,11,64,31,55,66,7,0,62,76,49,2020,0,13,47,64,0,0,4,35,180,0,-1,77,262,147259,5,55,35,0,0,72,0,0,0,58,0,163955,11,1,0,53,15,1,4,0,0,0,73,27,71,0,0,0,1,12,1,0,0,0,154028,1,2,42,1,0,3,71,2,0,0,62,163955,62,0,9,0,1,2,0,66,0,4,0,0,0,30,0,2,0,0,-1,19,0,1
11549,15017,15017,0,0,1,4,32,1,36,0,0,34,0,149,62,0,-1,54,53,0,0,0,47,7,57,31,43,61,13,0,52,54,41,2019,1,46,52,59,0,0,2504,36,188,3,-1,70,265,146588,5,55,57,4194432,1,77,0,0,0,38,0,163985,11,1,0,61,52,1,4,0,1,0,62,44,64,0,1,0,1,16,9,0,0,0,158790,1,2,27,2,0,4,60,0,0,0,63,163985,60,0,9,0,1,2,0,61,0,4,0,0,0,30,0,5,0,0,-1,41,0,0
25974,26620,26620,0,1024,1,8,33,1,44,0,0,47,0,140,64,0,-1,64,41,0,0,0,47,7,64,31,44,68,9,0,63,70,61,2020,1,35,52,61,0,0,2515,49,187,3,10,83,55,147230,5,56,52,1024,0,82,0,0,0,45,0,163998,7,1,0,65,37,1,4,0,1,0,90,54,71,0,1,0,1,16,9,0,0,0,156282,1,2,198,1,0,3,73,1,0,0,73,163998,62,0,6,0,1,5,0,68,0,4,0,0,0,30,0,6,0,0,-1,31,0,0
4986,6659,4988,4986,0,1,0,78,1,92,0,0,83,0,124,35,0,-1,52,61,0,0,0,78,8,18,31,51,79,11,0,80,78,55,2019,1,80,79,27,0,1,2504,59,177,1,-1,71,82,146635,25,82,83,0,0,75,0,0,0,69,0,164029,16,1,0,68,53,3,4,0,2,0,66,64,79,0,0,0,1,9,3,0,0,16,158779,1,2,54,1,0,3,93,2,0,0,63,164029,35,0,9,0,2,4,0,79,0,4,0,0,0,30,0,2,0,0,-1,84,0,0
4813,21592,19134,19133,0,6,0,17,1,30,0,0,17,0,0,13,0,-1,20,21,0,0,0,17,69,18,31,14,71,68,0,69,51,15,2019,1,17,16,14,0,0,8,35,190,1,-1,80,282,146966,0,22,12,2097152,2,82,0,6,0,33,0,164041,61,1,0,21,13,0,4,0,0,0,19,46,15,0,0,0,1,77,4,1,0,0,159142,1,0,45,1,0,2,53,2,0,2,35,164041,10,0,67,0,0,2,0,71,0,5,0,0,0,30,0,5,0,0,-1,19,0,2
1669,27042,13321,13321,0,1,0,75,1,35,0,0,50,0,123,73,0,-1,68,83,1,2,0,67,15,73,31,60,72,6,0,71,76,53,2018,0,56,59,70,0,0,2007,32,181,3,-1,80,17,146069,5,63,80,1028,2,80,0,0,0,59,0,164079,16,1,0,68,72,1,4,0,1,0,65,30,74,0,0,0,1,10,9,0,0,0,156219,1,2,54,1,0,3,75,2,0,0,67,164079,67,0,6,0,1,4,0,72,0,1,0,0,0,30,0,2,0,0,-1,71,0,0
451,5578,451,451,4096,1,16,84,1,77,0,0,77,0,106,79,0,-1,77,59,0,0,0,87,13,78,31,81,78,14,0,79,81,69,2019,1,59,81,78,0,1,530,73,172,0,3,67,125,153140,7,82,87,65536,0,75,1,0,0,76,0,164082,10,2,0,79,69,3,3,0,2,0,75,77,63,0,0,0,1,15,3,0,0,16,158439,0,0,54,2,0,5,75,2,0,0,74,164082,78,0,15,0,2,5,0,78,0,3,0,0,0,30,0,2,0,0,-1,53,0,0
8591,13763,8590,8591,0,3,0,74,1,75,0,0,71,0,56,84,0,-1,77,65,0,0,0,60,11,84,31,86,85,5,0,85,88,70,2019,1,59,77,86,0,0,7,75,182,0,-1,74,136,153289,7,83,71,0,0,74,1,0,0,62,0,164169,9,3,0,80,75,2,0,0,2,0,81,76,72,0,0,0,2,15,4,0,0,25,159222,0,0,54,2,0,3,71,1,0,0,89,164169,78,0,9,0,2,2,0,85,0,3,0,0,0,30,0,1,0,0,-1,56,0,2
25994,28938,25510,26000,0,1,0,61,1,68,0,0,59,0,101,89,0,-1,80,60,1,0,0,68,9,89,31,60,90,10,0,82,81,72,2020,1,38,62,85,0,0,5000,72,183,3,-1,82,265,153140,5,80,71,4195328,2,82,1,0,0,68,0,164240,5,4,0,80,64,1,2,0,2,0,76,70,81,0,0,0,3,12,9,0,0,8,159222,0,2,54,1,0,3,90,2,0,0,74,164240,88,0,9,0,2,6,0,88,0,3,0,16,0,30,0,2,0,0,-1,63,1,0
20748,34023,20728,20728,65536,6,12,74,1,80,0,0,74,0,53,26,0,-1,65,76,0,1,0,71,12,18,31,63,72,8,0,70,71,78,2019,1,73,70,26,0,1,1,73,176,3,-1,73,107,147281,25,71,69,16640,0,72,0,0,0,73,0,164256,7,1,0,70,72,2,3,0,2,0,43,71,71,0,0,0,1,6,3,0,0,26,159202,1,1,54,1,0,3,81,0,0,0,67,164256,25,0,10,0,2,4,0,72,0,4,0,0,0,30,0,2,0,0,-1,66,0,2
17904,20551,20551,0,132096,1,6,55,1,67,0,0,64,0,66,34,0,-1,57,58,0,0,0,56,7,26,31,57,65,11,0,63,65,55,2019,1,59,56,27,0,1,2506,65,183,3,-1,73,85,147006,25,60,70,4194304,0,79,0,0,0,64,0,164339,9,1,0,57,40,1,3,0,0,0,79,63,74,0,0,0,1,8,9,0,0,16,158623,1,1,12,1,0,2,77,0,0,0,47,164339,45,0,7,0,2,2,0,65,0,2,0,0,0,30,0,2,0,0,-1,65,0,0
9950,20886,20886,0,131072,1,4,56,1,28,0,0,83,0,124,33,0,-1,60,76,0,1,0,67,15,25,31,44,78,9,76,83,76,70,2018,1,74,64,33,0,0,1505,53,193,0,-1,90,49,153140,25,76,81,4194304,0,101,1,0,0,33,0,164376,14,3,0,70,40,2,0,0,2,0,87,42,90,0,0,0,2,12,3,0,0,0,158421,0,1,27,1,0,4,75,2,0,0,77,164376,21,0,13,0,1,3,0,78,0,4,0,0,0,30,0,5,0,8,-1,79,0,0
24984,285,285,0,65536,1,12,63,1,75,0,0,46,0,6,61,0,-1,58,50,0,0,0,60,13,65,31,57,63,9,0,59,70,66,2018,1,49,57,59,0,0,1000,65,170,0,10,66,65,147810,14,63,62,16512,0,67,0,0,0,83,0,164458,11,1,0,65,63,2,3,0,0,0,72,68,54,0,0,0,1,14,3,0,0,0,158978,1,0,7,1,0,3,81,1,0,0,78,164458,47,0,15,0,2,10,0,63,0,4,0,0,0,30,0,9,0,0,-1,59,0,0
