homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
1,10,4,4,5,1,58,0,0,0,0,0,31,31,0,221,2,1,196,4,1837,1,1,2,7,0,0,1,1,0,1,0,1,58
3,16,3,12,1,2,41,0,0,0,0,0,31,31,0,121,3,0,197,4,1842,3,1,3,5,1,0,1,1,0,1,0,2,41
1,8,7,5,1,2,58,0,0,0,0,0,31,31,0,2201,2,2,198,4,110374,2,0,2,7,1,0,1,1,0,1,1,0,58
1,12,3,7,3,5,66,0,0,0,0,0,31,31,0,202,1,2,199,3,110556,3,0,3,6,1,0,1,0,0,1,0,0,66
5,3,0,19,0,5,8,0,1,0,0,0,31,32,0,100,4,0,200,4,111657,4,0,4,1,2,1,0,2,0,2,0,1,8
3,11,6,6,3,4,58,0,0,0,0,0,31,31,0,2120,3,2,201,4,111974,2,0,3,7,0,0,1,2,0,1,1,0,58
0,17,3,2,1,1,75,0,0,0,0,0,31,31,0,2202,1,2,202,4,112791,1,1,4,9,0,0,1,0,0,1,0,0,75
2,16,2,15,2,3,22,0,1,0,0,0,32,32,6,101,3,0,203,3,190,3,0,8,2,2,0,1,1,0,1,0,2,22
0,8,2,8,1,1,66,0,0,0,1,0,32,32,6,12,7,1,204,2,199,8,0,7,4,2,0,1,0,1,0,1,0,66
1,17,2,7,2,2,55,0,0,0,1,0,32,32,6,121,3,1,205,3,200,8,0,3,5,0,0,1,1,1,0,2,0,55
3,5,3,12,0,1,33,0,0,0,0,0,32,32,6,200,3,1,206,3,205,3,0,7,3,3,1,0,2,0,1,0,0,33
2,19,5,2,0,0,66,0,0,0,1,0,32,31,6,12,6,1,207,2,206,6,0,6,7,1,0,1,0,1,0,0,1,66
2,21,2,14,3,4,22,0,1,0,0,0,32,32,6,110,3,0,208,3,347,3,0,3,2,1,0,1,2,0,1,1,1,22
2,4,2,6,2,1,55,0,0,0,1,0,32,32,6,112,8,0,209,3,1843,7,1,7,5,1,0,1,0,1,0,1,1,55
1,20,0,17,1,2,0,0,1,0,0,0,32,32,6,0,5,0,210,2,1844,5,0,3,0,2,1,0,2,0,1,0,0,0
1,18,2,10,0,2,44,0,0,0,0,0,32,32,6,102,3,1,211,3,1847,3,0,5,4,0,0,1,0,0,1,0,1,44
0,12,3,4,2,2,55,0,0,0,1,0,32,32,6,112,7,1,212,3,110373,7,0,8,5,0,0,1,0,1,0,1,1,55
1,18,4,3,1,3,66,0,0,0,0,0,32,31,6,22,7,1,213,3,110734,7,1,6,6,2,0,1,0,0,1,0,0,66
2,10,3,13,0,3,33,0,0,0,0,0,32,32,6,20,3,1,214,3,110741,3,0,8,3,2,0,1,2,0,2,0,0,33
4,9,5,19,1,4,33,0,0,0,0,0,32,32,6,200,5,1,215,3,110911,5,0,3,0,2,1,0,2,0,1,0,0,33
0,19,1,11,1,4,44,0,0,0,0,0,32,32,6,120,3,1,216,3,110912,3,0,5,4,0,0,1,2,0,1,1,0,44
1,14,3,5,2,2,55,0,0,0,1,0,32,32,6,112,8,1,217,3,111434,7,0,8,5,0,0,1,0,1,0,1,1,55
0,6,5,1,1,0,100,0,0,1,1,0,32,32,6,222,6,2,218,3,111993,6,1,3,9,0,0,1,0,1,0,0,0,100
3,20,3,9,3,2,66,0,0,0,1,0,32,31,6,12,7,0,219,2,112026,3,1,6,4,4,0,1,0,1,0,0,1,66
0,22,0,16,1,3,16,0,1,0,0,0,32,32,6,10,5,0,220,2,112168,5,0,5,1,1,0,1,2,0,1,1,0,16
1,11,0,18,3,8,0,0,1,0,0,0,32,32,6,0,5,0,221,3,112409,5,0,8,0,3,1,0,2,0,2,0,0,0
18,5,27,10,8,16,53,0,0,0,0,0,39,39,16,20121,13,9,222,28,687,13,3,14,44,2,2,0,1,0,6,5,3,56
15,21,25,15,23,33,53,0,0,0,0,0,39,39,14,2121,11,8,223,28,688,11,1,11,35,1,2,0,1,0,9,6,2,60
10,9,31,2,22,22,53,0,0,0,0,0,39,39,16,12201,15,11,224,29,689,15,6,15,56,1,2,0,1,0,5,4,1,60
18,15,23,16,18,25,33,0,0,0,0,0,39,39,14,121,11,6,225,28,691,11,2,13,34,2,4,0,1,0,6,6,4,20
24,3,25,20,16,28,26,0,0,0,0,0,39,39,13,12,11,5,226,28,693,11,2,13,27,2,7,0,0,0,8,3,3,13
28,20,22,21,9,25,6,0,0,0,0,0,39,39,13,10000,11,5,227,28,694,11,1,11,24,1,7,0,2,0,9,3,3,30
16,13,30,4,17,21,53,0,0,0,0,0,39,39,16,21021,14,9,228,28,695,14,5,14,50,1,1,0,1,0,5,3,5,50
14,11,30,3,24,20,80,0,0,0,0,0,39,39,16,22022,14,9,229,28,696,14,6,14,51,1,2,0,0,0,5,3,3,63
24,22,29,14,25,35,13,0,0,0,0,0,39,39,14,10100,11,6,230,29,697,11,4,15,38,4,4,0,2,0,7,4,4,33
19,10,31,17,16,24,26,0,0,0,0,0,39,39,13,1002,11,7,231,28,698,11,1,14,31,3,5,0,0,0,8,4,3,16
22,8,28,12,18,32,66,0,0,0,0,0,39,39,16,21220,13,6,232,28,101112,13,5,13,40,1,3,0,2,0,7,2,5,56
19,14,33,7,16,28,66,0,0,0,0,0,39,39,16,2221,13,10,233,29,111065,13,3,13,45,1,1,0,1,0,9,2,4,53
17,19,24,19,16,38,13,0,0,0,0,0,39,39,13,10001,11,8,234,28,111138,11,1,11,30,1,4,0,1,0,12,2,1,36
15,17,25,13,16,31,66,0,0,0,0,0,39,39,14,12022,11,9,235,29,111139,11,3,11,39,1,4,0,0,0,10,2,1,50
11,6,24,9,17,29,46,0,0,0,0,0,39,39,16,2120,13,9,236,28,111140,13,3,14,44,2,2,0,2,0,6,5,3,43
12,7,23,8,14,16,100,0,0,0,0,0,39,39,16,22222,13,7,237,27,111144,13,6,14,44,2,4,0,0,0,5,3,2,93
25,1,30,18,20,30,46,0,0,0,0,1,39,39,13,12002,11,6,238,28,111651,11,2,16,30,4,6,0,0,0,8,4,2,46
32,12,23,23,19,25,26,0,0,0,0,0,39,39,11,10200,11,2,239,28,111928,11,2,11,20,1,7,0,2,0,9,3,5,26
18,16,22,11,18,27,66,0,0,0,0,0,39,39,16,22210,13,7,240,28,112134,13,5,11,40,0,5,0,2,0,7,2,2,63
27,18,25,22,15,39,6,0,0,0,0,0,39,39,13,100,11,5,241,28,112606,11,2,13,24,2,6,0,2,0,12,0,3,16
9,2,31,5,20,29,13,0,0,0,0,0,39,39,16,1001,13,10,242,29,112828,13,4,16,49,4,1,0,1,0,7,3,4,40
17,4,36,1,23,16,66,0,0,0,0,0,39,39,16,12202,16,8,243,28,112885,16,9,16,57,1,2,0,0,0,3,2,4,66
11,23,24,6,31,32,73,0,0,0,0,0,39,39,16,22121,13,7,244,28,112996,13,6,14,47,2,1,0,1,0,6,2,6,43
10,1,24,1,16,8,86,0,0,0,0,1,41,41,0,12222,0,7,245,22,298,0,8,0,49,1,1,0,0,0,2,1,3,83
9,12,9,15,13,26,26,0,0,0,0,0,41,41,10,1200,5,2,246,22,299,5,2,3,19,3,2,0,2,0,9,1,6,26
13,2,33,4,12,16,46,0,0,0,0,0,41,41,0,20012,8,9,247,22,417,8,2,0,37,3,3,0,0,0,4,4,0,56
10,11,21,9,12,21,26,0,0,0,0,0,41,41,0,21,3,6,248,22,418,3,3,3,30,1,3,0,1,0,7,1,2,43
14,9,16,13,8,24,40,0,0,0,0,0,41,41,10,12011,5,4,249,22,917,5,0,3,20,2,2,0,1,0,8,4,4,33
13,14,19,11,8,14,73,0,0,0,0,0,41,41,0,21221,3,4,250,22,918,3,2,3,27,1,3,0,1,0,4,5,4,50
6,5,17,2,17,14,60,0,0,0,0,0,41,41,0,2022,10,7,251,22,919,10,7,10,47,1,1,0,0,0,2,3,2,56
14,8,18,6,12,18,60,0,0,0,0,0,41,41,0,2220,8,5,252,22,920,8,4,8,33,1,2,0,2,0,5,2,4,40
14,4,21,12,15,22,20,0,0,0,0,0,41,41,10,11001,3,4,253,22,922,3,1,0,23,4,4,0,1,0,5,5,3,36
11,6,21,8,10,15,60,0,0,0,0,0,41,41,0,11212,3,5,254,22,1456,3,3,8,30,2,3,0,0,0,5,3,3,46
13,10,17,3,17,13,46,0,0,0,0,0,41,41,0,21200,10,6,255,22,1463,10,5,5,38,0,3,0,2,0,3,3,2,56
16,15,15,14,5,22,40,0,0,0,0,0,41,41,10,11012,5,5,256,22,1524,5,0,3,20,2,5,0,0,0,7,3,2,43
16,13,8,16,14,29,40,0,0,0,0,0,41,41,8,21011,5,1,257,22,1757,5,1,5,13,2,7,0,1,0,6,4,3,26
14,3,25,7,13,16,20,0,0,0,0,0,41,41,0,20000,3,6,258,22,112199,3,3,10,32,3,4,0,2,0,4,3,2,33
15,16,23,5,11,21,40,0,0,0,0,0,41,41,0,11201,8,6,259,22,112200,8,4,5,35,0,2,0,1,0,5,2,3,40
11,7,13,10,16,21,26,0,0,0,0,0,41,41,0,210,3,4,260,22,113459,3,3,5,28,0,3,0,2,0,5,3,4,40
3,2,1,8,3,2,40,0,0,0,0,0,50,50,0,12101,3,0,261,5,77,3,1,10,6,3,1,0,1,1,0,2,1,40
1,1,5,2,0,1,66,0,0,0,0,1,50,50,0,20221,10,3,262,5,78,10,0,0,10,2,0,1,1,0,1,1,0,66
1,6,5,1,6,1,100,0,0,1,1,0,50,50,0,22222,0,2,263,5,80,0,3,8,15,0,0,1,0,1,0,0,0,100
3,4,7,5,2,3,53,0,0,0,0,0,50,50,0,21102,8,2,264,5,81,8,0,8,8,1,0,1,0,0,1,1,1,53
1,5,2,7,4,3,46,0,0,0,0,0,50,50,0,21020,3,1,265,5,82,3,1,8,7,2,1,0,2,0,1,1,0,46
5,7,3,9,3,4,26,0,0,0,0,0,50,50,0,120,3,0,266,5,83,3,1,3,4,1,2,0,2,0,1,0,1,26
0,3,6,4,4,5,53,0,0,0,0,0,50,50,0,12102,8,2,267,5,86,8,0,0,8,3,0,1,0,0,1,2,0,53
4,9,1,12,1,7,0,0,1,0,0,0,50,50,0,0,5,0,268,5,180,5,0,5,0,2,2,0,2,0,3,0,0,0
6,10,2,11,1,2,20,0,0,0,0,0,50,50,0,2000,5,0,269,5,184,5,1,5,3,1,2,0,2,0,2,0,0,20
1,12,3,3,3,3,66,0,0,0,0,0,50,50,0,1222,10,2,270,5,621,10,1,5,10,0,0,1,0,0,1,0,1,66
2,8,3,6,2,3,53,0,0,0,0,0,50,50,0,1221,3,1,271,5,100804,3,1,3,8,1,0,1,1,0,1,0,2,53
3,11,2,10,1,6,26,0,0,0,0,0,50,50,0,20001,5,1,272,5,100805,5,0,5,4,1,1,0,1,0,2,0,1,26
1,2,2,9,1,3,41,0,0,0,0,0,53,53,0,1201,3,1,273,4,240,3,0,0,5,4,0,1,1,0,1,1,1,41
2,1,11,1,3,1,100,0,0,1,1,1,53,53,0,2222,0,2,274,4,241,0,2,0,12,1,0,1,0,1,0,0,0,100
1,3,6,2,5,2,83,0,0,0,1,0,53,53,0,2221,1,2,275,4,243,1,1,0,10,2,0,1,1,1,0,1,0,83
4,16,5,8,0,0,55,0,0,1,1,0,53,53,0,211,3,1,276,3,448,3,0,2,5,2,0,1,1,1,0,0,2,55
3,6,1,10,0,0,41,0,0,0,0,0,53,53,0,121,3,1,277,4,449,3,0,2,5,2,1,0,1,1,0,2,0,41
1,13,3,3,4,4,58,0,0,0,0,0,53,53,0,1220,1,1,278,4,450,1,1,2,7,0,0,1,2,0,1,0,1,58
0,11,3,4,2,3,58,0,0,0,0,0,53,53,0,1202,1,2,279,4,452,1,0,3,7,0,0,1,0,0,1,1,0,58
2,12,1,13,5,5,33,0,0,0,0,0,53,53,0,2100,3,0,280,4,457,3,1,2,4,2,1,0,2,0,1,1,0,33
1,4,1,17,2,4,25,0,1,0,0,0,53,53,0,1011,4,0,281,4,461,5,0,1,3,4,0,1,1,0,1,1,2,25
2,5,0,19,0,0,16,0,1,0,0,0,53,54,0,1010,4,0,282,4,462,4,0,4,2,2,2,0,2,1,0,2,0,16
1,14,2,7,1,3,58,0,0,0,0,0,53,53,0,122,3,1,283,4,463,3,1,3,7,1,0,1,0,0,1,0,1,58
3,9,3,15,1,3,33,0,0,0,0,0,53,53,0,21,5,1,284,4,467,5,0,3,4,2,1,0,1,0,1,1,0,33
4,1,1,18,1,1,33,0,0,0,0,1,53,54,0,2,5,0,285,3,480,4,1,4,3,2,1,0,0,0,1,0,0,33
2,7,0,12,4,2,33,0,0,0,0,0,53,53,0,2100,3,0,286,4,481,3,1,2,4,2,1,0,2,0,1,0,1,33
3,5,1,14,1,0,33,0,0,0,0,0,53,53,0,102,3,0,287,4,483,3,1,1,4,3,2,0,0,1,0,1,0,33
4,15,3,11,3,1,33,0,0,0,0,0,53,53,0,2010,3,0,288,4,1853,3,1,3,4,1,1,0,2,0,1,0,1,33
0,8,2,5,2,2,58,0,0,0,0,0,53,53,0,212,2,1,289,4,1860,2,1,3,7,0,0,1,0,0,1,0,1,58
3,17,2,20,2,6,8,0,1,0,0,0,53,53,0,100,4,0,290,4,100888,4,0,3,1,3,1,0,2,0,2,0,1,8
6,10,4,6,1,0,58,0,0,0,0,0,53,53,0,1022,2,1,291,4,110062,2,1,3,7,0,1,0,0,1,0,0,1,58
1,2,0,16,6,11,33,0,0,0,0,0,53,54,0,2100,5,0,292,4,110839,5,1,4,4,1,1,0,2,0,1,1,0,33
0,18,1,8,4,4,53,0,0,0,0,0,54,53,6,12120,8,1,293,5,242,8,1,6,8,3,0,1,2,0,1,2,0,53
2,3,3,6,5,2,53,0,0,0,0,0,54,54,6,21120,7,1,294,5,244,7,1,7,8,1,0,1,2,0,1,1,1,53
3,11,2,19,2,3,20,0,1,0,0,0,54,54,6,11100,5,0,295,5,260,5,0,8,3,4,1,0,2,0,1,2,1,20
0,20,2,4,2,2,66,0,0,0,0,0,54,54,6,22021,7,2,296,5,453,7,1,5,10,0,0,1,1,0,1,1,0,66
1,4,5,7,1,2,53,0,0,0,0,0,54,54,6,12201,8,2,297,5,459,8,0,7,8,2,0,1,1,0,1,1,1,53
3,21,1,20,1,2,20,0,1,0,0,0,54,54,6,11001,5,0,298,5,468,5,0,5,3,2,1,0,1,0,1,1,2,20
6,22,2,22,1,3,6,0,1,0,0,0,54,54,6,10000,5,0,299,5,469,5,0,5,1,2,3,0,2,0,1,1,0,6
1,19,7,2,3,2,73,0,0,1,1,0,54,53,6,21122,6,2,300,5,472,6,1,6,11,1,0,1,0,1,0,1,1,73
1,6,2,12,6,7,40,0,0,0,0,0,54,54,6,11021,3,1,301,5,477,3,0,7,6,3,0,1,1,0,1,2,1,40
2,8,4,15,0,4,26,0,0,0,0,0,54,54,6,1020,3,1,302,5,479,3,0,8,4,2,0,1,2,0,3,0,1,26
0,20,5,1,3,1,100,0,0,1,1,0,54,53,6,22222,6,3,303,5,573,6,2,6,15,1,0,1,0,1,0,0,0,100
2,17,5,5,3,2,60,0,0,1,1,0,54,54,6,11221,7,1,304,5,1854,7,1,3,9,0,0,1,1,1,0,1,2,60
3,18,3,17,1,4,26,0,0,0,0,0,54,54,6,1002,5,1,305,5,1861,5,0,3,4,2,1,0,0,0,2,0,1,26
7,16,5,21,0,6,13,0,1,0,0,0,54,54,6,10010,5,0,306,5,1867,5,0,3,2,3,1,0,2,0,2,0,2,13
1,9,2,13,2,3,40,0,0,0,0,0,54,54,6,21101,3,1,307,5,1968,3,0,8,6,2,0,1,1,0,1,2,1,40
2,15,2,18,0,6,26,0,0,0,0,0,54,54,6,10002,5,1,308,5,15019,5,0,3,4,2,1,0,0,0,2,0,1,26
1,13,3,9,0,1,53,0,0,0,0,0,54,54,6,10212,3,2,309,5,100831,3,0,3,8,1,0,1,0,0,1,1,1,53
1,19,1,14,2,5,40,0,0,0,0,0,54,54,6,220,3,1,310,5,110066,3,1,5,6,0,1,0,2,0,2,0,0,40
5,7,1,10,7,3,53,0,0,0,0,0,54,54,6,12102,3,0,311,5,110827,3,2,8,8,2,1,0,0,1,0,1,1,53
6,12,4,16,1,2,26,0,0,0,0,0,54,54,6,1200,5,1,312,5,110831,5,0,3,4,2,2,0,2,0,1,1,0,26
1,10,6,3,3,1,73,0,0,1,1,0,54,54,6,11222,7,2,313,5,110832,7,1,8,11,0,0,1,0,1,0,1,1,73
2,14,1,11,3,2,46,0,0,0,0,0,54,54,6,1202,3,0,314,5,110854,3,2,3,7,1,1,0,0,0,1,0,1,46
17,10,17,11,12,17,33,0,0,0,0,0,56,56,0,2011,3,5,315,21,319,3,2,3,24,1,5,0,1,0,6,2,1,36
7,1,20,4,19,16,100,0,0,0,0,1,56,56,0,22222,8,6,316,21,320,8,6,0,40,3,1,0,0,0,4,1,3,86
5,2,24,1,14,8,80,0,0,0,0,0,56,56,0,22220,0,9,317,21,433,0,5,0,48,1,0,1,2,0,1,4,2,83
11,8,7,12,13,17,20,0,0,0,0,0,56,56,10,111,3,1,318,21,700,3,3,8,19,2,4,0,1,0,6,2,5,23
8,6,19,3,14,11,73,0,0,0,0,0,56,56,0,12212,10,9,319,21,702,10,3,10,42,1,1,0,0,0,2,5,1,63
24,16,9,16,9,20,6,0,0,0,0,0,56,56,8,10,5,2,320,21,703,5,1,5,13,2,7,0,2,0,7,3,1,6
16,11,15,9,10,10,60,0,0,0,0,0,56,56,0,222,3,4,321,21,705,3,4,3,29,1,5,0,0,0,3,3,2,33
14,9,25,2,16,10,53,0,0,0,0,0,56,56,0,12201,10,8,322,21,708,10,5,3,44,0,3,0,1,1,0,5,0,60
11,3,14,8,15,14,26,0,0,0,0,0,56,56,0,120,3,4,323,21,710,3,5,8,32,2,3,0,2,0,4,1,4,50
5,4,29,5,10,16,80,0,0,0,0,0,56,56,0,22202,8,7,324,21,711,8,3,10,34,2,0,1,0,0,7,1,3,63
7,12,9,10,12,14,33,0,0,0,0,0,56,56,0,2011,3,4,325,21,1439,3,4,3,28,1,3,0,1,0,6,1,3,36
10,13,17,7,20,16,60,0,0,0,0,0,56,56,0,20220,3,5,326,21,1596,3,4,5,32,0,3,0,2,0,4,2,3,46
14,14,7,13,6,31,40,0,0,0,0,0,56,56,10,20002,5,4,327,21,111705,5,2,5,19,1,5,0,0,0,9,0,1,30
14,5,19,6,16,13,20,0,0,0,0,0,56,56,0,20000,8,6,328,21,113173,8,4,10,33,2,5,0,2,0,3,3,0,53
26,7,13,14,11,24,26,0,0,0,0,0,56,56,10,20001,5,1,329,21,113458,5,4,5,18,1,6,0,1,0,7,0,3,43
18,15,16,15,10,23,33,0,0,0,0,0,56,56,8,2011,5,2,330,21,113876,5,1,3,14,3,5,0,1,0,8,2,3,30
4,6,5,7,6,4,66,0,0,0,0,0,60,60,6,1222,8,2,331,8,89,8,2,7,14,2,1,0,0,0,1,1,1,58
3,24,7,4,8,5,53,0,0,0,0,0,60,14,6,22110,7,2,332,8,106,7,2,6,15,2,0,1,2,0,1,1,2,62
2,3,3,17,4,6,40,0,0,0,0,0,60,60,6,10112,5,1,333,8,127,5,0,3,7,3,1,0,0,0,2,2,2,29
1,15,5,5,8,5,60,0,0,0,0,0,60,60,6,11122,7,2,334,8,142,7,2,3,15,0,0,1,0,0,1,1,2,62
2,8,9,1,6,3,73,0,0,0,1,0,60,60,6,21212,6,3,335,8,1790,6,3,7,20,0,0,1,0,1,0,1,1,83
3,6,3,12,3,4,46,0,0,0,0,0,60,61,6,1022,3,2,336,8,1800,3,1,3,11,2,2,0,0,0,1,2,0,45
7,17,5,20,4,7,6,0,0,0,0,0,60,60,6,1000,5,1,337,8,1802,5,1,4,7,1,2,0,2,0,3,0,1,29
6,19,5,6,7,4,53,0,0,0,0,0,60,60,6,22110,7,2,338,8,1803,7,2,4,15,0,1,0,2,1,0,2,1,62
6,11,2,21,4,7,20,0,0,0,0,0,60,60,6,20000,4,1,339,8,1804,4,1,7,6,4,3,0,2,0,3,0,0,25
3,2,7,11,3,7,66,0,0,0,0,0,60,61,6,22102,3,3,340,8,1923,3,0,3,11,2,0,1,0,0,3,1,1,45
5,12,7,9,1,0,73,0,0,0,0,0,60,60,6,21122,3,2,341,8,1926,3,1,3,13,2,1,0,0,1,0,3,1,54
8,7,3,24,1,6,13,0,1,0,0,0,60,60,6,10010,4,0,342,8,1929,4,0,8,3,3,2,0,2,0,3,1,2,12
2,22,7,3,8,3,53,0,0,0,0,0,60,14,6,21210,7,2,343,8,1932,7,2,6,15,2,0,1,2,0,1,1,2,62
3,3,2,19,5,8,40,0,0,0,0,0,60,61,6,12101,5,0,344,8,1933,5,1,4,7,1,1,0,1,0,2,1,3,29
5,9,7,2,13,4,66,0,0,0,0,0,60,60,6,22120,6,2,345,8,1938,6,4,8,19,0,1,0,2,1,0,0,1,79
11,5,6,15,6,7,40,0,0,0,0,0,60,60,6,1112,3,0,346,8,1949,3,2,8,10,1,1,0,0,0,1,1,3,41
8,16,6,23,2,9,33,0,0,0,0,0,60,60,6,2101,4,1,347,8,1951,4,0,8,5,3,3,0,1,0,2,2,0,20
8,10,7,18,2,5,20,0,0,0,0,0,60,60,6,2000,5,1,348,8,1954,5,1,8,7,2,3,0,2,0,2,1,0,29
10,20,5,13,8,6,46,0,0,0,0,0,60,60,6,212,3,1,349,8,1955,3,2,4,11,0,3,0,0,1,0,2,0,45
5,13,2,22,4,5,13,0,0,0,0,0,60,60,6,110,4,0,350,8,1962,4,1,7,5,4,3,0,2,0,2,1,1,20
3,23,7,14,3,8,46,0,0,0,0,0,60,14,6,212,3,3,351,8,15015,3,0,7,10,3,1,0,0,0,3,1,0,41
5,1,3,10,7,5,46,0,0,0,0,1,60,61,6,21111,3,0,352,8,110313,3,2,4,11,0,1,0,1,1,0,2,3,45
8,18,4,16,2,3,20,0,0,0,0,0,60,60,6,20,3,0,353,8,112259,3,2,4,8,0,3,0,2,0,1,1,1,33
5,14,5,8,8,1,60,0,0,0,0,0,60,60,6,21211,8,1,354,8,112260,8,2,3,13,1,1,0,1,1,0,2,2,54
9,18,2,21,3,6,6,0,0,0,0,0,61,61,6,10000,5,0,355,8,92,5,1,3,5,2,3,0,2,0,2,1,1,20
0,15,9,17,0,8,33,0,0,0,0,0,61,61,6,10021,5,2,356,7,121,5,0,3,8,2,0,1,1,0,3,1,1,38
6,4,9,2,6,2,60,0,0,0,0,0,61,61,6,20022,6,2,357,8,143,6,3,8,16,0,1,0,0,0,1,0,1,66
4,7,9,1,7,2,80,0,0,0,0,0,61,61,6,22202,6,3,358,8,149,6,3,6,19,1,1,0,0,1,0,1,0,79
2,19,4,5,11,1,86,0,0,0,0,0,61,61,6,21222,7,1,359,7,346,7,3,5,14,0,0,1,0,0,1,0,2,66
5,22,1,22,2,12,20,0,0,0,0,0,61,61,6,20000,5,1,360,8,357,5,0,5,3,1,3,0,2,0,4,0,0,12
3,16,4,13,6,6,33,0,0,0,0,0,61,61,6,10021,3,2,361,8,361,3,1,3,12,1,1,0,1,0,1,2,1,50
3,21,3,12,9,4,46,0,0,1,1,0,61,61,6,11211,3,0,362,8,561,3,2,3,12,1,0,1,1,1,0,2,4,50
5,10,5,11,4,5,60,0,0,0,0,0,61,61,6,22020,3,2,363,8,1480,3,2,8,13,2,1,0,2,0,2,0,1,54
2,23,4,9,3,2,46,0,0,1,1,0,61,60,6,11211,7,2,364,7,1798,8,1,6,13,3,0,1,1,1,0,2,2,61
5,21,6,6,6,1,66,0,0,0,0,0,61,60,6,12202,7,2,365,8,1920,7,2,7,14,1,2,0,0,1,0,2,0,58
2,20,7,16,2,6,26,0,0,0,0,0,61,61,6,12,3,3,366,8,1928,3,0,8,10,2,1,0,0,0,3,1,0,41
7,22,4,20,4,6,26,0,0,0,0,0,61,60,6,2100,5,0,367,8,1930,5,1,6,6,4,2,0,2,0,2,1,2,25
7,9,8,14,5,7,40,0,0,0,0,0,61,61,6,11120,3,2,368,8,1934,3,1,7,12,3,1,0,2,0,1,2,1,50
2,13,12,4,5,3,66,0,0,0,0,0,61,61,6,20212,7,3,369,8,1935,7,1,7,15,1,1,0,0,1,0,3,0,62
5,17,1,18,5,3,53,0,0,0,0,0,61,61,6,12021,5,0,370,8,1936,5,2,3,8,2,3,0,1,0,1,1,1,33
10,5,4,24,6,14,6,0,1,0,0,0,61,61,6,1,5,0,371,8,1937,5,0,6,2,4,2,0,1,0,4,0,2,8
3,8,6,15,3,3,40,0,0,0,0,0,61,61,6,11120,3,2,372,7,1940,3,0,6,10,4,1,0,2,1,0,3,1,47
7,12,4,19,3,8,20,0,0,0,0,0,61,61,6,200,5,1,373,8,1944,5,1,8,7,3,3,0,2,0,2,1,0,29
3,24,9,7,5,7,60,0,0,0,0,0,61,60,6,222,8,3,374,8,1945,7,1,7,13,1,0,1,0,0,3,0,1,54
6,23,3,23,3,10,13,0,1,0,0,0,61,61,6,11000,5,0,375,8,1959,5,0,5,2,2,2,0,2,0,4,0,2,8
1,24,3,8,7,6,60,0,0,0,0,0,61,61,6,12112,8,2,376,8,15048,8,1,8,13,1,0,1,0,0,1,2,2,54
7,14,8,10,3,3,66,0,0,0,0,0,61,61,6,12022,3,2,377,8,110890,3,2,5,13,0,1,0,0,0,2,0,1,54
8,11,5,3,4,5,80,0,0,0,0,0,61,61,6,22220,6,3,378,8,112254,6,2,3,16,0,1,0,2,0,1,1,0,66
19,5,25,6,16,20,80,0,0,0,0,0,65,65,10,2222,3,6,379,31,305,3,5,8,40,2,7,0,0,0,6,4,3,63
11,3,39,3,13,13,80,0,0,0,0,0,65,65,10,20222,10,10,380,31,306,10,5,10,52,1,3,0,0,0,6,4,3,83
6,1,30,2,30,19,46,0,0,0,0,1,65,65,0,22100,10,12,381,31,422,10,9,0,67,2,1,0,2,0,5,2,2,56
17,8,30,5,10,25,66,0,0,0,0,0,65,65,10,2122,3,9,382,31,423,3,4,3,43,1,4,0,0,0,10,2,2,43
21,4,25,7,18,35,20,0,0,0,0,0,65,65,10,2000,3,8,383,30,445,3,4,10,39,3,6,0,2,0,9,1,2,30
24,9,9,8,24,18,60,0,0,0,0,0,65,65,8,22020,5,2,384,31,563,5,8,5,35,1,10,0,2,0,6,2,3,50
15,10,28,4,14,22,40,0,0,0,0,0,65,65,10,202,8,10,385,31,753,8,5,3,50,0,3,0,0,0,8,3,2,46
7,2,40,1,32,8,80,0,0,0,0,0,65,65,0,22202,0,12,386,30,837,0,11,0,73,1,1,0,0,0,2,2,2,90
28,6,15,10,4,53,0,0,0,0,0,0,65,65,5,0,4,4,387,31,838,4,0,8,15,4,9,0,2,0,15,1,2,13
25,7,10,9,12,38,20,0,0,0,0,0,65,65,3,20000,5,3,388,31,111285,5,3,5,24,1,10,0,2,0,9,3,3,20
5,4,3,10,5,6,20,0,0,0,0,0,66,66,0,10011,3,0,389,8,420,3,1,3,8,1,1,0,1,0,1,2,3,33
6,3,9,7,4,4,26,0,0,0,0,0,66,66,0,20010,3,2,390,8,873,3,2,10,13,3,1,0,2,0,2,0,1,54
10,5,6,11,6,3,40,0,0,0,0,0,66,66,0,10211,3,0,391,8,1569,3,1,3,7,1,3,0,1,1,0,2,2,29
8,1,5,6,5,2,66,0,0,0,0,1,66,66,0,22012,3,2,392,8,1871,3,2,5,14,0,2,0,0,1,0,1,1,58
4,6,11,1,6,3,86,0,0,0,0,0,66,66,0,12222,0,3,393,8,1873,0,2,3,17,0,0,1,0,0,1,0,2,70
6,2,8,3,5,1,66,0,0,0,0,0,66,66,0,22012,10,3,394,8,110745,10,2,5,16,0,2,0,0,1,0,1,0,66
