name,nameid
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
,34000
